date,time,product_id,qty
6/23/2013,9:22,38,4
5/20/2014,15:31,40,9
1/19/2014,15:45,11,5
7/17/2013,15:45,1,10
11/24/2016,16:11,18,7
4/23/2016,12:31,3,6
8/13/2015,13:55,15,1
5/17/2016,9:28,21,3
8/7/2016,14:33,3,10
9/11/2014,9:19,24,9
11/13/2014,16:44,54,4
8/31/2015,15:13,43,2
9/30/2013,15:23,32,1
11/1/2016,10:20,41,5
5/19/2016,9:27,57,3
5/14/2016,11:11,56,2
1/27/2013,13:09,51,5
7/12/2016,9:54,28,9
1/3/2015,10:43,45,4
7/26/2014,13:37,11,3
9/9/2016,12:43,50,10
1/12/2014,14:18,11,4
9/21/2015,10:58,1,6
11/15/2015,15:03,23,7
10/17/2014,9:33,4,8
3/9/2016,12:25,39,3
12/7/2015,14:52,11,3
4/16/2015,13:22,24,8
9/11/2014,11:23,13,4
1/27/2016,11:12,1,3
5/28/2016,13:02,44,3
4/3/2015,12:31,27,3
3/19/2016,10:50,12,4
6/29/2015,12:21,37,2
9/7/2015,9:40,1,10
1/6/2013,15:52,27,3
7/26/2014,12:01,43,5
12/5/2014,13:13,9,8
11/17/2015,14:28,42,5
4/26/2015,12:13,32,6
9/26/2013,14:49,44,9
7/9/2014,16:54,39,5
12/14/2014,11:07,13,5
3/19/2014,9:14,47,2
2/26/2015,10:41,17,9
6/26/2016,9:19,16,9
3/11/2014,9:25,43,4
10/12/2015,10:18,44,8
4/9/2014,10:52,57,3
11/14/2014,15:50,13,5
1/24/2014,12:55,31,3
11/24/2014,13:25,23,5
5/8/2015,15:13,11,3
10/6/2013,14:32,44,4
5/26/2013,15:06,53,3
10/15/2014,12:03,25,10
11/26/2015,9:32,29,1
11/8/2015,13:23,17,5
12/22/2013,9:19,5,5
10/13/2014,12:04,39,10
3/24/2016,11:29,17,1
12/6/2015,16:26,50,10
2/10/2013,11:57,36,9
5/5/2013,16:55,24,3
11/13/2013,14:37,21,4
9/8/2013,12:26,4,8
8/22/2013,10:55,6,10
6/25/2014,15:10,22,9
11/25/2015,15:47,40,6
8/6/2013,15:28,39,6
1/18/2013,10:51,23,5
2/19/2013,15:20,18,8
4/28/2016,13:42,41,7
4/6/2015,14:11,32,7
9/4/2013,9:17,14,1
9/20/2013,11:30,1,3
5/14/2014,14:25,38,1
11/14/2013,15:11,40,5
8/26/2016,10:16,13,1
12/23/2014,9:11,20,4
7/11/2015,14:34,16,7
8/5/2013,16:22,51,4
8/30/2014,11:20,50,1
6/11/2015,9:39,27,2
6/2/2015,12:47,36,4
9/3/2014,14:57,8,3
2/7/2013,16:46,38,1
12/25/2014,13:50,26,5
9/23/2013,13:18,24,8
4/7/2016,15:44,36,3
3/26/2014,15:48,46,2
1/1/2016,11:25,50,8
6/14/2013,10:21,14,9
3/12/2014,15:31,46,9
12/25/2013,16:49,5,3
10/2/2016,9:19,33,1
8/7/2013,9:42,50,4
12/31/2016,10:54,53,9
5/1/2016,9:33,21,6
12/2/2016,16:20,6,6
8/9/2015,16:10,39,1
3/16/2015,13:48,31,7
11/30/2013,12:29,49,4
9/8/2014,14:54,45,10
7/13/2016,15:54,46,8
5/31/2014,11:18,47,2
9/7/2013,14:58,33,6
10/6/2015,12:08,27,2
1/16/2013,16:34,25,2
7/17/2013,15:44,22,7
6/26/2014,13:25,48,8
8/11/2016,13:36,1,2
8/9/2014,15:35,16,5
12/22/2016,16:27,3,2
8/22/2015,16:34,54,8
12/7/2015,16:54,30,1
9/28/2013,12:01,51,10
6/5/2016,9:45,18,4
9/20/2014,9:09,53,8
8/21/2014,12:33,13,3
6/7/2013,10:33,44,6
3/19/2014,11:33,21,10
11/18/2014,16:41,11,4
5/3/2015,10:43,23,10
2/11/2014,9:44,21,3
8/31/2013,11:33,20,9
12/7/2016,16:06,51,6
8/16/2013,13:44,6,4
5/9/2013,13:18,23,1
2/28/2013,16:54,22,5
1/5/2014,15:42,3,9
12/12/2013,16:58,5,7
7/14/2016,12:41,49,7
8/29/2014,16:13,54,5
6/8/2013,12:02,2,8
3/14/2015,16:10,56,1
6/6/2014,9:48,49,9
1/23/2015,12:36,57,6
1/10/2015,13:43,15,4
11/26/2013,10:13,21,7
5/12/2015,13:15,41,1
8/24/2015,15:33,15,9
3/10/2015,15:49,38,5
3/2/2014,15:21,43,8
9/9/2014,14:46,4,3
10/5/2013,12:45,3,5
1/25/2014,14:59,1,6
7/14/2014,9:26,46,4
7/8/2015,10:09,21,4
10/3/2015,16:22,4,10
5/1/2013,13:30,19,1
4/24/2014,13:36,10,1
9/17/2014,11:50,10,3
1/31/2015,16:01,30,10
6/2/2015,10:14,47,4
10/30/2016,9:27,53,2
5/11/2015,11:20,12,4
8/27/2016,16:14,14,8
11/20/2014,9:42,17,3
2/3/2014,13:38,37,5
12/26/2015,16:49,8,8
5/12/2016,10:08,41,10
12/28/2015,16:26,55,5
9/20/2016,12:22,11,3
5/27/2016,10:37,8,4
4/27/2016,11:47,32,9
1/21/2013,12:37,45,1
7/16/2015,16:22,15,6
4/27/2013,10:01,7,1
4/25/2016,14:16,41,3
3/8/2014,16:52,39,6
3/18/2014,12:46,16,6
1/21/2013,10:26,41,8
2/3/2015,16:23,4,6
11/18/2014,9:00,9,6
1/24/2015,14:09,10,1
10/26/2015,12:18,35,2
8/9/2014,14:14,27,7
11/6/2015,16:31,38,6
8/4/2013,11:18,56,4
2/20/2015,15:27,30,6
1/3/2013,15:35,33,10
1/21/2015,15:56,5,6
1/16/2017,15:48,34,10
3/28/2014,14:54,1,8
10/3/2015,14:33,16,5
11/29/2014,10:13,8,8
2/27/2016,11:51,38,1
9/1/2014,11:07,1,3
10/9/2016,11:37,44,5
4/27/2016,13:45,45,5
3/10/2013,12:18,36,1
3/6/2014,12:48,22,6
8/9/2015,13:58,46,10
2/5/2014,11:07,14,7
1/31/2015,14:11,49,6
1/3/2016,9:31,40,4
11/1/2013,14:56,4,4
7/18/2013,9:29,20,8
10/18/2014,12:16,19,1
1/24/2016,12:50,38,8
4/18/2014,15:14,2,2
8/20/2015,16:28,34,4
11/21/2015,13:08,5,3
4/9/2016,14:55,15,8
5/14/2013,13:14,39,9
1/16/2017,13:50,37,5
4/10/2013,12:25,22,3
1/30/2017,11:30,47,6
2/12/2014,12:19,12,6
6/12/2016,11:56,27,5
10/8/2014,13:43,54,9
5/23/2015,15:15,10,9
6/3/2016,11:30,57,1
3/23/2014,11:30,35,3
5/3/2016,10:11,53,5
5/3/2015,9:18,46,1
8/12/2015,12:19,5,4
7/6/2015,14:09,30,4
12/2/2014,10:34,6,6
8/10/2013,10:46,28,4
6/6/2014,10:28,56,10
5/23/2013,10:20,53,2
4/25/2014,11:16,17,6
6/22/2015,14:52,20,2
7/18/2015,9:16,41,4
7/30/2016,9:45,28,9
5/7/2013,11:31,5,8
12/29/2013,15:53,46,7
9/20/2014,10:12,26,2
8/4/2015,13:27,38,2
3/31/2014,14:33,28,10
9/11/2014,11:55,49,8
3/2/2016,9:30,29,1
5/21/2016,15:24,57,8
7/15/2013,16:39,19,8
1/25/2013,13:57,37,9
5/17/2015,13:52,37,1
12/4/2016,13:51,18,8
11/29/2016,11:01,25,9
2/7/2016,11:55,42,6
3/19/2015,12:47,33,2
1/4/2017,13:47,15,7
3/12/2016,15:41,49,7
7/31/2014,10:36,9,5
9/6/2015,10:44,44,2
10/19/2014,15:05,49,4
3/19/2015,15:03,32,3
12/23/2013,11:50,30,8
11/30/2016,10:52,44,7
6/22/2014,12:48,42,6
8/23/2015,14:48,16,5
2/26/2015,15:14,50,2
4/3/2014,16:03,6,10
6/6/2015,13:03,33,10
10/6/2016,15:50,10,6
3/11/2013,12:51,16,2
3/4/2014,10:10,37,10
9/25/2015,9:04,43,4
7/7/2014,12:41,19,1
11/8/2013,9:15,57,5
1/7/2014,15:05,39,10
12/17/2014,16:20,55,10
6/20/2013,16:38,8,7
1/12/2014,16:05,26,2
3/25/2013,14:21,55,3
3/14/2016,10:53,39,3
10/20/2013,15:57,35,1
1/30/2015,15:19,23,6
10/17/2013,14:09,30,4
1/6/2013,14:53,16,1
1/5/2017,13:20,7,5
3/15/2016,10:53,36,8
12/23/2016,10:55,13,6
6/24/2015,14:51,7,7
11/29/2015,15:21,17,9
9/5/2016,16:11,18,1
8/20/2016,16:45,52,9
8/14/2013,14:21,17,1
7/13/2013,16:55,28,5
7/15/2016,12:38,40,4
4/15/2015,14:11,47,3
9/5/2016,14:16,44,2
5/16/2016,16:23,42,2
4/11/2015,9:25,24,8
10/7/2015,10:01,41,2
10/10/2013,11:58,21,2
12/3/2015,15:04,7,8
9/9/2013,16:33,18,7
4/28/2014,16:00,3,10
8/12/2014,15:39,13,1
8/29/2015,9:22,25,10
12/13/2013,16:08,23,6
3/18/2016,12:38,53,10
4/15/2015,12:10,49,4
4/18/2014,14:36,1,7
12/7/2013,12:32,55,9
7/26/2015,15:43,4,3
11/30/2013,16:04,20,8
10/19/2015,10:04,52,5
8/7/2013,13:43,55,7
5/15/2013,10:09,9,7
9/25/2015,15:40,9,2
12/18/2013,9:24,39,4
1/24/2015,9:14,16,3
4/3/2015,16:12,35,7
3/11/2015,12:06,29,4
1/6/2014,13:38,9,4
3/20/2015,10:41,1,3
1/24/2015,12:22,27,7
6/28/2013,9:15,13,5
12/17/2013,9:12,53,3
6/13/2015,13:33,36,3
11/28/2014,11:38,3,10
6/30/2013,12:10,33,9
11/2/2015,11:34,51,10
9/3/2015,13:13,27,5
6/27/2014,11:23,47,10
6/3/2013,12:33,38,6
3/18/2013,10:45,25,9
2/15/2013,15:33,48,10
4/7/2016,14:22,15,1
8/30/2016,14:34,53,9
4/24/2015,11:53,44,7
4/19/2013,13:34,50,4
2/6/2015,14:45,55,9
6/13/2013,10:31,51,3
12/23/2014,16:39,1,9
6/2/2014,14:10,16,1
7/27/2014,12:10,3,3
3/6/2014,11:43,34,8
9/1/2013,13:23,38,7
4/7/2013,14:41,28,6
6/6/2015,16:42,2,10
7/28/2016,11:41,13,8
8/22/2014,14:30,28,5
1/8/2017,15:56,37,10
2/23/2016,12:01,2,2
4/26/2016,9:11,4,5
1/1/2017,12:32,39,9
9/13/2016,9:45,3,9
2/3/2014,15:22,51,5
5/5/2014,12:22,11,8
7/24/2014,13:49,19,5
6/1/2013,11:28,52,8
10/5/2013,14:38,3,3
8/15/2016,9:14,54,2
2/8/2016,10:11,46,7
8/29/2015,14:11,47,4
7/16/2016,16:12,15,8
4/27/2015,12:25,12,4
11/6/2015,12:35,38,4
8/10/2016,13:44,55,9
1/28/2014,16:10,43,1
12/3/2015,12:56,25,2
5/25/2014,15:42,53,2
8/6/2016,10:02,22,10
4/4/2015,13:42,3,5
10/16/2014,11:45,21,1
6/9/2013,12:24,27,9
9/27/2014,11:29,54,9
3/12/2016,10:22,4,7
7/19/2014,15:18,37,10
2/5/2015,14:34,32,3
3/25/2015,12:43,49,3
2/5/2013,14:11,57,6
8/26/2014,10:15,19,7
1/21/2014,11:56,21,2
2/7/2014,16:09,54,3
5/10/2013,12:21,3,3
8/1/2013,11:45,3,4
5/29/2014,14:26,20,4
7/21/2013,12:03,16,10
6/28/2014,14:29,18,1
3/18/2013,15:51,2,4
2/16/2016,9:34,30,2
1/25/2017,11:10,25,10
1/18/2015,15:42,45,5
11/14/2015,14:59,11,7
2/6/2016,10:16,37,8
11/15/2016,10:56,3,7
4/12/2014,14:43,11,8
8/16/2015,13:25,44,4
6/18/2016,10:22,14,7
3/17/2013,9:35,17,4
5/8/2014,11:22,38,8
6/6/2014,12:42,54,2
1/3/2017,11:10,24,4
7/4/2016,10:25,27,6
10/4/2016,9:35,30,7
6/9/2014,11:44,10,9
5/25/2016,9:45,37,2
2/5/2015,15:38,19,4
9/22/2014,16:37,7,10
3/24/2014,11:57,36,5
9/3/2016,11:26,12,7
1/17/2016,12:53,7,5
12/27/2015,12:05,5,1
5/27/2014,9:03,20,9
7/25/2013,15:22,36,7
8/20/2013,15:13,18,4
1/12/2013,16:22,35,3
8/31/2016,16:40,16,10
7/7/2015,15:01,18,3
2/5/2015,10:26,30,10
12/22/2013,11:08,21,5
9/17/2014,10:42,4,9
3/17/2015,9:10,6,8
9/15/2014,14:00,34,6
8/29/2015,9:45,2,6
3/19/2015,11:01,29,10
4/2/2013,10:49,7,3
2/27/2014,15:52,56,2
7/26/2014,11:58,13,10
5/26/2016,9:59,46,9
8/3/2016,14:28,12,3
9/25/2014,9:08,47,1
4/6/2016,16:22,14,10
6/15/2015,12:12,27,3
2/12/2016,14:17,41,5
2/11/2016,11:23,47,4
1/6/2016,10:24,18,1
2/10/2015,14:16,11,2
9/21/2015,15:03,31,1
10/21/2015,16:23,4,3
1/11/2017,14:32,55,5
1/8/2015,13:21,15,4
1/27/2016,14:05,6,3
6/1/2015,10:01,35,6
10/25/2014,13:32,7,10
4/13/2015,14:59,50,8
10/29/2013,9:19,9,6
5/8/2016,11:43,24,2
2/26/2013,13:44,31,7
11/21/2015,12:54,38,2
9/24/2015,11:30,16,2
12/25/2013,11:36,20,4
8/27/2015,14:42,50,2
9/12/2013,11:24,19,8
10/8/2016,13:38,38,9
7/15/2015,13:26,51,9
4/23/2014,10:07,34,3
9/24/2013,13:07,29,2
1/24/2013,13:41,51,6
6/13/2013,11:44,42,8
11/27/2016,10:59,41,3
4/16/2014,9:46,17,1
5/16/2016,9:42,50,7
9/11/2015,13:36,37,5
4/29/2015,11:41,21,2
10/14/2014,13:23,39,1
8/25/2014,12:29,5,10
12/19/2015,15:29,22,5
3/30/2015,13:33,4,4
4/24/2014,10:10,51,2
8/30/2014,14:24,41,7
6/18/2015,9:34,46,1
3/22/2014,13:57,20,1
6/19/2015,16:42,30,2
9/4/2013,16:34,3,7
11/27/2015,16:09,8,5
5/30/2013,11:10,21,6
1/8/2017,15:44,22,8
3/8/2014,15:48,46,7
12/21/2016,13:31,30,5
6/2/2014,13:36,33,8
8/25/2013,12:32,1,2
12/4/2014,14:31,33,9
9/10/2014,13:21,42,6
1/28/2017,13:00,49,5
8/17/2014,16:20,13,3
7/25/2016,14:28,7,1
10/24/2016,14:46,8,4
4/5/2016,10:09,45,7
4/22/2016,16:56,17,10
6/15/2016,12:31,18,7
7/7/2013,15:18,48,7
2/19/2015,16:54,18,2
5/25/2013,9:31,21,1
11/5/2016,9:23,52,1
8/7/2013,12:22,56,3
9/22/2014,15:47,21,9
2/16/2015,11:32,31,4
4/9/2013,16:32,18,5
3/26/2015,15:14,44,5
9/5/2015,10:43,17,8
5/3/2015,12:16,47,1
8/27/2016,15:04,14,1
2/3/2015,14:13,40,5
10/28/2014,11:45,6,4
1/13/2013,9:06,42,1
2/2/2016,11:35,9,8
12/23/2015,16:37,55,8
6/17/2016,10:52,26,9
7/24/2014,12:05,39,3
11/7/2014,10:33,10,2
3/18/2015,16:37,29,10
1/22/2016,9:43,6,8
5/23/2016,15:49,23,5
10/15/2013,9:40,18,1
1/10/2013,12:34,50,8
6/29/2014,16:28,54,5
8/27/2015,14:12,57,3
9/11/2014,15:49,41,8
12/20/2015,16:00,42,6
11/27/2015,14:56,55,7
3/16/2015,16:06,56,7
5/14/2016,10:39,43,10
7/26/2013,16:41,7,1
8/27/2015,13:18,24,10
6/23/2013,11:18,57,3
5/4/2014,10:39,28,2
4/1/2013,14:36,37,3
10/31/2016,15:24,44,7
1/2/2013,13:36,34,1
1/11/2013,15:39,28,4
8/2/2015,12:08,20,6
5/10/2014,13:12,49,6
10/31/2016,15:47,37,5
3/5/2015,15:56,17,2
10/11/2013,14:19,22,10
12/27/2014,10:01,32,10
6/1/2013,16:46,51,5
4/13/2013,15:31,36,10
1/12/2017,14:49,5,5
2/27/2016,9:16,53,7
11/30/2013,12:37,15,6
2/17/2013,9:28,47,7
6/19/2013,16:58,14,7
10/25/2015,14:38,3,1
8/7/2014,15:05,57,1
6/28/2016,9:18,2,4
11/29/2014,14:22,31,9
4/25/2015,11:56,22,3
8/27/2016,14:21,47,9
2/16/2016,11:54,30,3
8/19/2014,9:14,33,4
9/3/2013,10:05,5,9
2/28/2016,13:26,7,2
11/2/2013,11:29,52,9
10/30/2016,12:32,55,10
6/2/2014,13:07,52,10
12/25/2015,9:46,37,6
5/26/2016,9:19,5,6
8/3/2016,16:37,42,8
9/27/2016,11:49,12,10
4/14/2014,11:54,35,5
4/22/2014,15:01,25,2
5/1/2013,16:38,19,4
10/27/2013,11:12,11,10
8/9/2015,11:16,2,6
11/21/2013,12:35,46,4
6/11/2013,10:33,25,2
6/30/2015,10:46,49,1
4/19/2016,16:49,51,10
10/12/2016,10:19,31,8
10/14/2015,13:30,33,3
7/7/2016,16:18,49,2
4/14/2015,9:59,48,1
3/24/2016,11:29,40,7
5/1/2014,13:16,45,7
6/21/2015,9:23,30,3
6/2/2015,10:48,18,3
5/24/2013,9:19,21,5
11/24/2014,15:59,3,9
6/7/2013,13:42,48,4
11/5/2014,16:46,8,2
6/26/2014,13:46,33,8
3/20/2014,13:07,20,5
10/25/2015,12:02,47,4
12/28/2013,16:57,24,3
1/18/2016,10:14,31,2
1/3/2015,13:18,43,7
7/19/2014,13:35,40,2
2/5/2013,10:11,31,9
11/23/2015,12:39,30,10
7/20/2016,10:41,6,4
11/9/2016,10:37,54,6
5/14/2013,13:02,49,9
12/10/2014,15:50,37,8
11/5/2015,9:16,42,3
6/26/2013,10:36,45,3
5/28/2013,13:03,18,10
8/31/2016,9:25,19,2
2/18/2015,12:46,27,10
1/11/2013,16:00,13,4
3/5/2013,11:41,16,8
2/5/2014,15:12,14,4
9/24/2016,10:31,50,7
11/14/2014,9:54,15,2
11/28/2013,12:43,29,6
7/24/2014,11:54,19,5
5/22/2013,13:14,7,10
7/29/2013,9:53,29,8
8/28/2013,9:06,53,3
12/20/2013,11:23,41,4
8/12/2015,14:57,50,1
5/23/2014,13:14,34,10
4/4/2016,12:26,41,4
3/2/2013,12:38,28,4
7/3/2013,9:17,31,5
9/9/2016,13:40,23,8
6/6/2013,10:53,8,9
4/24/2016,14:35,7,6
7/22/2015,13:18,34,10
7/20/2014,11:08,15,7
1/12/2017,16:39,18,9
6/28/2013,14:24,43,1
12/31/2016,11:43,42,5
1/28/2014,13:40,41,8
2/26/2014,16:17,56,6
9/17/2013,13:09,37,4
8/14/2013,15:21,42,7
10/7/2013,11:41,51,6
1/21/2017,14:18,2,6
10/13/2016,9:57,37,2
4/18/2016,14:16,2,5
11/7/2013,10:44,21,2
2/16/2015,13:47,11,6
9/27/2013,13:34,26,4
5/27/2016,12:41,5,2
10/10/2013,12:06,6,2
4/10/2016,14:30,44,8
10/21/2014,11:49,32,3
12/24/2015,11:22,36,9
4/12/2016,13:49,33,5
10/2/2014,9:49,24,1
9/12/2013,10:23,50,9
7/8/2015,11:29,9,9
3/10/2015,16:00,43,8
8/30/2014,11:20,46,9
8/29/2015,16:54,27,1
7/3/2015,15:20,22,9
5/31/2014,16:46,9,9
12/11/2016,9:08,43,7
11/21/2015,13:02,38,10
12/20/2015,13:29,33,5
7/24/2015,11:47,5,6
7/13/2016,11:42,15,4
6/7/2015,14:06,11,2
5/19/2015,12:04,55,3
1/27/2016,14:08,22,8
8/26/2016,16:52,4,7
11/6/2013,16:27,51,7
2/5/2014,11:47,22,10
6/19/2016,12:00,2,9
4/2/2015,9:22,37,3
10/28/2014,11:09,4,8
12/5/2014,11:54,52,7
10/14/2015,13:40,4,8
12/19/2015,11:23,22,6
11/15/2015,10:13,15,3
8/14/2016,13:20,2,2
10/12/2014,14:47,33,5
4/10/2014,12:23,4,9
7/23/2016,13:35,2,7
5/29/2016,13:49,42,9
8/25/2014,12:48,34,5
11/27/2014,10:12,25,9
2/12/2015,12:13,48,7
3/2/2014,15:46,28,8
4/18/2014,16:51,21,3
6/25/2014,11:36,41,9
10/16/2016,13:22,38,2
5/21/2014,16:58,35,8
2/22/2016,10:06,20,2
11/27/2014,14:59,39,1
1/2/2016,13:47,43,10
8/12/2015,13:38,52,8
1/3/2017,10:45,14,9
11/29/2015,11:19,7,9
7/18/2015,15:10,15,4
12/3/2013,15:00,26,10
3/17/2014,10:25,49,4
1/29/2016,14:32,39,10
8/22/2013,14:11,40,7
6/8/2015,14:28,40,2
4/12/2016,16:46,19,4
10/17/2013,16:11,40,4
3/4/2016,16:15,13,5
12/9/2016,9:32,46,9
11/14/2013,13:26,42,6
2/20/2016,9:47,19,5
1/12/2015,16:55,4,2
11/4/2013,9:57,15,6
1/24/2015,15:26,6,8
12/27/2016,9:52,11,9
8/19/2014,13:10,47,2
9/29/2014,13:52,57,5
9/13/2014,14:46,53,8
7/12/2015,16:03,46,6
2/22/2016,11:15,26,2
1/27/2015,14:06,37,2
4/11/2014,14:36,33,6
11/6/2015,13:04,38,5
6/4/2015,10:59,26,10
4/21/2014,13:52,6,2
4/8/2014,9:37,21,1
9/16/2014,9:02,9,9
11/28/2015,14:48,52,2
8/21/2013,14:01,11,4
11/25/2016,16:55,55,7
6/24/2013,10:46,38,9
8/27/2016,14:22,28,2
12/5/2013,13:14,37,10
5/28/2013,12:10,1,3
9/1/2014,10:17,7,5
8/26/2014,14:27,26,8
4/14/2015,10:46,31,9
6/6/2013,14:38,21,4
5/26/2015,12:36,54,5
4/17/2014,9:50,19,10
6/11/2014,12:06,40,4
10/22/2016,9:49,45,10
2/3/2014,9:43,26,9
12/10/2013,12:32,1,2
2/28/2016,16:05,40,6
10/6/2014,10:08,53,8
6/30/2015,10:03,22,10
7/16/2014,14:23,8,9
6/3/2015,14:56,9,7
6/24/2013,15:28,52,1
5/26/2016,11:55,51,9
2/20/2014,9:52,28,7
3/18/2015,9:29,27,8
9/15/2014,9:33,32,3
2/26/2016,15:46,21,1
10/7/2014,10:29,6,1
9/13/2015,16:22,4,6
7/30/2013,11:55,56,4
10/20/2013,14:31,49,6
7/14/2015,15:24,29,2
10/27/2014,10:17,6,5
5/23/2016,14:06,51,4
5/28/2016,16:32,54,2
